"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Inheritance Metric Rules","Java Logging Rules","Migration Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L3142","PutrestserviceHandler","eu.fp7.scase.wsat.restservice.PutrestserviceHandler","L3025","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutrestserviceHandler.java",36,1,124,2,0.970252,6,13,6,0.808989,0.868852,72,53,1,2,2,8,4,1,1,10,14,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3306","DeletesoapoperationHandler","eu.fp7.scase.wsat.soapoperation.DeletesoapoperationHandler","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeletesoapoperationHandler.java",34,1,104,2,0.479245,4,11,4,0.56338,0.58,40,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3334","GetsoapoperationHandler","eu.fp7.scase.wsat.soapoperation.GetsoapoperationHandler","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetsoapoperationHandler.java",35,1,121,2,0.887202,6,13,6,0.735632,0.745763,64,44,1,2,2,8,4,1,1,8,12,0.6,0.180556,13,3,3,2,0.180556,13,0,0,0,0,0,59,87,5,1,5,1,4,0,4,0,4,35,0,4,0,59,87,5,1,5,1,4,0,4,0,4,35,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3358","GetsoapoperationListHandler","eu.fp7.scase.wsat.soapoperation.GetsoapoperationListHandler","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetsoapoperationListHandler.java",36,1,125,2,0.886214,6,15,6,0.755556,0.769231,68,50,1,2,2,9,6,1,1,15,19,0.6,0.155844,12,3,3,2,0.155844,12,0,0,0,0,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,0,0,37,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3406","JavasoapoperationController","eu.fp7.scase.wsat.soapoperation.JavasoapoperationController","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapoperationController.java",39,1,75,2,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,6,9,1,0.228571,8,8,4,0,0.228571,8,0,0,0,0,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3440","JavasoapoperationControllerManager","eu.fp7.scase.wsat.soapoperation.JavasoapoperationControllerManager","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapoperationControllerManager.java",37,1,64,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,4,6,1,0.2,5,5,3,0,0.2,5,0,0,0,0,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"L562","JavasoapoperationModel","eu.fp7.scase.wsat.soapoperation.JavasoapoperationModel","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapoperationModel.java",69,1,204,2,0.182254,1,3,1,0.110294,0.123711,15,12,6,1,1,19,4,23,30,2,19,0.166667,0.101852,11,11,3,15,0.101852,11,0,0,0,0,0,97,136,8,2,8,2,17,0,17,2,17,24,0,17,2,97,136,8,2,8,2,17,0,17,2,17,24,0,17,2,0,0,47,0,0,0,0,0,9,0,1,0,0,0,0,35,0,0,0,0,0,0,0,2,0,0,0,0,0
"L3379","JavasoapoperationModelManager","eu.fp7.scase.wsat.soapoperation.JavasoapoperationModelManager","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapoperationModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3449","PostsoapoperationHandler","eu.fp7.scase.wsat.soapoperation.PostsoapoperationHandler","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostsoapoperationHandler.java",36,1,125,2,0.973948,6,13,6,0.822222,0.873016,74,55,1,2,2,8,5,1,1,15,19,0.6,0.171053,13,3,3,2,0.171053,13,0,0,0,0,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3425","PutsoapoperationHandler","eu.fp7.scase.wsat.soapoperation.PutsoapoperationHandler","L3296","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutsoapoperationHandler.java",36,1,127,2,0.973196,7,14,7,0.815217,0.873016,75,55,1,2,2,8,5,1,1,10,14,0.6,0.171053,13,3,3,2,0.171053,13,0,0,0,0,0,63,92,6,0,6,0,4,0,4,0,4,38,0,4,0,63,92,6,0,6,0,4,0,4,0,4,38,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3592","DeletesoapserviceHandler","eu.fp7.scase.wsat.soapservice.DeletesoapserviceHandler","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeletesoapserviceHandler.java",34,1,104,2,0.479245,4,11,4,0.56338,0.58,40,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3620","GetsoapserviceHandler","eu.fp7.scase.wsat.soapservice.GetsoapserviceHandler","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetsoapserviceHandler.java",35,1,118,2,0.874092,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3644","GetsoapserviceListHandler","eu.fp7.scase.wsat.soapservice.GetsoapserviceListHandler","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetsoapserviceListHandler.java",36,1,124,2,0.878505,6,15,6,0.752809,0.765625,67,49,1,2,2,9,5,1,1,12,16,0.6,0.157895,12,3,3,2,0.157895,12,0,0,0,0,0,64,89,5,1,5,1,4,0,4,0,4,39,0,4,0,64,89,5,1,5,1,4,0,4,0,4,39,0,4,0,0,0,37,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3680","JavasoapserviceController","eu.fp7.scase.wsat.soapservice.JavasoapserviceController","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapserviceController.java",39,1,75,2,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,6,9,1,0.228571,8,8,4,0,0.228571,8,0,0,0,0,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3714","JavasoapserviceControllerManager","eu.fp7.scase.wsat.soapservice.JavasoapserviceControllerManager","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapserviceControllerManager.java",37,1,64,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,4,6,1,0.2,5,5,3,0,0.2,5,0,0,0,0,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"L373","JavasoapserviceModel","eu.fp7.scase.wsat.soapservice.JavasoapserviceModel","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapserviceModel.java",68,1,184,2,0.150725,1,2,1,0.0854701,0.0963855,10,8,6,1,1,16,3,19,25,1,16,0.1875,0.107527,10,10,3,13,0.107527,10,0,0,0,0,0,83,117,7,1,7,1,15,0,15,1,15,19,0,15,1,83,117,7,1,7,1,15,0,15,1,15,19,0,15,1,0,0,39,0,0,0,0,0,8,0,1,0,0,0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3661","JavasoapserviceModelManager","eu.fp7.scase.wsat.soapservice.JavasoapserviceModelManager","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavasoapserviceModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3723","PostsoapserviceHandler","eu.fp7.scase.wsat.soapservice.PostsoapserviceHandler","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostsoapserviceHandler.java",36,1,124,2,0.97234,6,13,6,0.820225,0.870968,73,54,1,2,2,8,4,1,1,12,16,0.6,0.173333,13,3,3,2,0.173333,13,0,0,0,0,0,62,89,6,0,6,0,4,0,4,0,4,37,0,4,0,62,89,6,0,6,0,4,0,4,0,4,37,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3699","PutsoapserviceHandler","eu.fp7.scase.wsat.soapservice.PutsoapserviceHandler","L3582","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutsoapserviceHandler.java",36,1,124,2,0.970252,6,13,6,0.808989,0.868852,72,53,1,2,2,8,4,1,1,10,14,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3847","GetartefactsearchHandler","eu.fp7.scase.wsat.artefactsearch.GetartefactsearchHandler","L3843","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetartefactsearchHandler.java",49,1,431,2,0.814689,8,77,24,0.686684,0.711027,263,187,1,2,2,76,15,1,1,30,41,0.833333,0.165079,52,17,10,2,0.165079,52,0,0,0,0,0,263,383,18,0,18,0,11,0,11,0,11,166,0,11,0,263,383,18,0,18,0,11,0,11,0,11,166,0,11,0,0,0,97,0,0,0,0,0,70,0,0,1,0,1,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0
"L3978","JavaAlgoartefactsearchController","eu.fp7.scase.wsat.artefactsearch.JavaAlgoartefactsearchController","L3843","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgoartefactsearchController.java",57,1,75,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,3,1,0.675676,25,24,2,0,0.675676,25,0,0,0,0,0,12,19,1,0,1,0,1,0,1,0,1,2,0,1,0,12,19,1,0,1,0,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"L3852","JavaAlgoartefactsearchModel","eu.fp7.scase.wsat.artefactsearch.JavaAlgoartefactsearchModel","L3843","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgoartefactsearchModel.java",34,1,53,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,7,0,2,0.666667,0.421053,8,7,2,1,0.421053,8,0,0,0,0,0,11,20,1,0,1,0,2,0,2,0,2,2,0,2,0,11,20,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L130","HibernateController","eu.fp7.scase.wsat.utilities.HibernateController","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\HibernateController.java",53,1,1160,2,0.929517,4,57,57,0.819495,0.91573,908,489,59,2,2,63,12,71,164,36,97,1,0.360479,301,78,61,0,0.360479,301,0,0,0,0,0,534,1108,1,1,1,1,61,0,60,0,61,402,0,60,0,534,1108,1,1,1,1,61,0,60,0,61,402,0,60,0,0,0,337,0,0,0,0,0,325,0,1,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0
"L4157","HibernateUtil","eu.fp7.scase.wsat.utilities.HibernateUtil","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\HibernateUtil.java",40,1,70,2,0,0,0,0,0,0,0,0,1,1,1,3,11,1,59,0,2,0.5,0.0689655,2,1,1,1,0.0689655,2,0,0,0,0,0,27,31,1,1,1,1,2,0,1,0,2,5,0,1,0,27,31,1,1,1,1,2,0,1,0,2,5,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L199","HypermediaLink","eu.fp7.scase.wsat.utilities.HypermediaLink","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\HypermediaLink.java",27,1,92,2,0,0,0,0,0,0,0,0,0,0,0,13,0,96,77,0,13,0.142857,0.12069,7,3,2,12,0.12069,7,0,0,0,0,0,51,66,5,5,5,5,13,0,13,5,13,19,0,13,5,51,66,5,5,5,5,13,0,13,5,13,19,0,13,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4213","JAXRSPublisher","eu.fp7.scase.wsat.utilities.JAXRSPublisher","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JAXRSPublisher.java",59,1,101,2,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,3,0.5,0.0731707,3,3,2,2,0.0731707,3,0,0,0,0,0,38,43,0,2,0,2,3,0,3,0,3,28,0,3,0,38,43,0,2,0,2,3,0,3,0,3,28,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4296","PersistenceUtil","eu.fp7.scase.wsat.utilities.PersistenceUtil","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PersistenceUtil.java",29,1,78,2,0,0,0,0,0,0,0,0,2,1,1,7,0,1,7,0,5,0,0.0465116,2,0,0,4,0.0465116,2,0,0,0,0,0,41,50,2,1,2,1,5,0,3,0,5,11,0,3,0,41,50,2,1,2,1,5,0,3,0,5,11,0,3,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4306","SetStringFieldBridge","eu.fp7.scase.wsat.utilities.SetStringFieldBridge","L4013","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\SetStringFieldBridge.java",31,1,76,2,0,0,0,0,0,0,0,0,3,2,1,9,0,0,0,0,3,0,0.0263158,1,0,0,4,0.0263158,1,0,0,0,0,0,37,46,0,0,0,0,3,0,3,0,3,19,0,3,0,37,46,0,0,0,0,3,0,3,0,3,19,0,3,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4281","JavaAlgowadlparseController","eu.fp7.scase.wsat.wadlparse.JavaAlgowadlparseController","L4331","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgowadlparseController.java",34,1,54,2,0.68,1,1,1,0.47619,0.583333,10,7,1,0,0,1,1,1,0,0,1,0.5,0.333333,6,3,1,1,0.333333,6,0,0,0,0,0,12,21,1,0,1,0,1,0,1,0,1,1,0,1,0,12,21,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4339","JavaAlgowadlparseModel","eu.fp7.scase.wsat.wadlparse.JavaAlgowadlparseModel","L4331","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgowadlparseModel.java",33,1,51,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0.666667,0.444444,8,7,2,1,0.444444,8,0,0,0,0,0,10,19,1,0,1,0,2,0,2,0,2,2,0,2,0,10,19,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4284","JavaAlgowsdlparseController","eu.fp7.scase.wsat.wsdlparse.JavaAlgowsdlparseController","L4356","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgowsdlparseController.java",34,1,54,2,0.68,1,1,1,0.47619,0.583333,10,7,1,0,0,1,1,1,0,0,1,0.5,0.333333,6,3,1,1,0.333333,6,0,0,0,0,0,12,21,1,0,1,0,1,0,1,0,1,1,0,1,0,12,21,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4364","JavaAlgowsdlparseModel","eu.fp7.scase.wsat.wsdlparse.JavaAlgowsdlparseModel","L4356","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaAlgowsdlparseModel.java",33,1,51,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,0.666667,0.444444,8,7,2,1,0.444444,8,0,0,0,0,0,10,19,1,0,1,0,2,0,2,0,2,2,0,2,0,10,19,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
